word,translation,reference,has_letter_outside_alphabet,has_letter_from_emakhuwa,vowel_seq,consonat_seq,label,tag,match_,match_in_portuguese_not_stopword_,distance_match_emakhuwa_,distance_soundex_match_emakhuwa_,distance_soundex_translation_emakhuwa_,start_with_f,start_with_ch,consonat_vowels,vowel_consonat
esto,esto,,0,0,0,1,1,loan,estio,1,0.2,0,0,0,0,0,0
crow,croa,,0,0,0,1,1,loan,cria,1,0.5,0.333333333,0.333333333,0,0,0,0
lv,lv,,0,0,0,0,1,loan,lá,1,0.5,0.5,0,0,0,0,0
euclenio,iuclênio,,0,0,1,1,1,loan,euclenio,0,0,0,0,0,0,0,0
icongênere,conganeres,,1,1,0,0,1,loan,congéneres,1,0.3,0,0.25,0,0,1,0
bau,bau,,1,0,1,0,1,loan,baú,1,0.333333333,0,0,0,0,0,0
sadc,sadç,,1,0,0,0,1,loan,sado,1,0.25,0,0,0,0,0,1
rousseff,rofesff,,0,0,1,1,1,loan,rousseff,0,0,0,0.25,0,0,0,1
chinavane,chinavane,,0,0,0,1,1,loan,chinavane,0,0,0,0,0,1,0,0
cazambo,cazambo,,1,0,0,0,1,loan,cazambo,0,0,0,0,0,0,1,0
srkipaskopaale,srcipascopal,,0,0,0,1,1,loan,srkipaskopaale,0,0,0,0.375,0,0,0,0
izeque,zequés,,1,0,1,0,1,loan,izeque,0,0,0,0,0,0,1,0
depois,depois,,1,0,1,0,1,loan,depois,1,0,0,0,0,0,0,0
nesta,nesta,,0,0,0,1,1,loan,nesta,1,0,0,0,0,0,0,0
german,german,,1,0,0,0,1,loan,germano,1,0.142857143,0,0,0,0,0,0
mulèmbwé,lombune,,1,0,0,0,1,loan,mulèmbwé,0,0,0,0.4,0,0,0,0
icera,cera,,0,0,0,0,1,loan,cera,1,0.2,0,0,0,0,0,0
xichangana,cichangana,,1,1,0,1,1,loan,xichangana,0,0,0,0,0,0,0,0
muito,emito,,0,0,1,0,1,loan,emito,1,0.4,0,0,0,0,0,0
roland,roland,,1,0,0,0,1,loan,rolando,1,0.142857143,0.5,0,0,0,0,0
arnfred,refred,,1,0,0,1,1,loan,arnfred,0,0,0,0.25,0,0,0,0
adecor,decor,,1,0,0,0,1,loan,decora,1,0.333333333,0.333333333,0,0,0,1,1
muitos,moito,,0,0,1,0,1,loan,muito,1,0.166666667,0,0,0,0,0,0
soirées,soirés,,0,0,1,0,1,loan,soirées,0,0,0,0,0,0,0,0
oxaapa,chapa,,0,0,0,0,1,loan,chapa,1,0.5,0,0,0,0,0,0
acinamuane,acinamua,,0,0,1,0,1,loan,acinamuane,0,0,0,0,0,0,0,0
pahii,paha,,0,0,0,0,1,loan,papa,1,0.6,0,0,0,0,0,0
katthikznle,cathicnle,,1,1,0,0,1,loan,katthikznle,0,0,0,0.333333333,0,0,0,0
apartheid,parteid,,1,1,1,1,1,loan,apartheid,1,0,0,0,0,0,0,0
futuroscriativos,furscriados,,0,0,1,1,1,loan,futuroscriativos,0,0,0,0.571428571,1,0,0,0
angie,angie,,1,1,1,0,1,loan,angie,0,0,0,0,0,0,0,0
cacinda,cacinda,,1,0,0,0,1,loan,cacinda,1,0,0,0,0,0,1,0
doze,dose,,1,0,0,0,1,loan,dose,1,0.25,0,0,0,0,0,0
plasmodium,plasmotim,,1,0,1,1,1,loan,plasmodium,0,0,0,0.25,0,0,0,0
chigubo,chigubo,,1,0,0,1,1,loan,chigubo,1,0,0,0,0,1,0,0
panguene,panguene,,1,1,1,0,1,loan,panguene,1,0,0,0,0,0,0,0
apharteid,prteides,,1,1,1,1,1,loan,apharteid,0,0,0,0.5,0,0,0,0
lingustica,lingustica,,1,1,0,1,1,loan,linguística,1,0.090909091,0,0,0,0,1,0
gamito,gamito,,1,0,0,0,1,loan,gamito,1,0,0,0,0,0,0,0
paúnde,bande,,1,0,0,0,1,loan,banhe,1,0.5,0.5,0.5,0,0,0,0
gocha,goca,,1,0,0,1,1,loan,foca,1,0.4,1,0.5,0,0,0,0
maclaurin,claurint,,0,0,1,1,1,loan,maclaurin,0,0,0,0.75,0,0,0,0
arthur,artur,,0,1,0,1,1,loan,artur,1,0.166666667,0,0,0,0,0,0
disponivel,disponivel,,1,0,0,0,1,loan,disponível,1,0.1,0,0,0,0,0,0
holocaust,olocaust,,0,0,1,1,1,loan,holocaust,0,0,0,0,0,0,1,0
fort,ford,,0,0,0,1,1,loan,ford,1,0.25,0.333333333,0.333333333,1,0,0,0
duff,duff,,1,0,0,0,1,loan,duff,0,0,0,0,0,0,0,0
stakeholder,staceolder,,1,0,0,1,1,loan,stakeholder,0,0,0,0.25,0,0,0,0
jessemusse,jesemuse,,1,0,0,1,1,loan,jessemusse,1,0,0,0,0,0,0,0
meuropeyu,meuropio,,0,0,1,0,1,loan,meuropeyu,0,0,0,0,0,0,0,0
farayo,farao,,0,0,0,0,1,loan,faraó,1,0.333333333,0,0,1,0,0,0
ufarata,frata,,0,0,0,0,1,loan,freta,1,0.428571429,0,0,0,0,0,0
surveyed,surver,,1,0,0,0,1,loan,sorver,1,0.5,0.25,0.25,0,0,0,0
july,julh,,1,1,0,0,1,loan,julho,1,0.4,0,0.5,0,0,0,0
multimedia,lultimédia,,1,0,1,0,1,loan,multimédia,1,0.1,0,0.25,0,0,0,0
du,dos,,1,0,0,0,1,loan,dos,1,0.666666667,0,0,0,0,0,0
template,templade,,0,0,0,1,1,loan,template,0,0,0,0.2,0,0,0,0
ruale,rualé,,0,0,1,0,1,loan,ralé,1,0.4,0,0,0,0,0,0
montepio,montepio,,0,0,1,0,1,loan,montepio,0,0,0,0,0,0,0,0
vitooriya,vidória,,0,0,0,0,1,loan,vitória,1,0.333333333,0,0.333333333,0,0,0,0
léopold,labold,,1,0,0,0,1,loan,léopold,0,0,0,0.25,0,0,0,0
possível,possivel,,0,0,0,1,1,loan,possível,1,0,0,0,0,0,0,0
ref,ref,,0,0,0,0,1,loan,rei,1,0.333333333,0.5,0,0,0,0,1
mucampo,campo,,0,0,0,0,1,loan,campo,1,0.285714286,0.25,0.25,0,0,1,0
semivocalização,semivócaliza,,1,0,0,0,1,loan,semivocalização,0,0,0,0,0,0,1,0
maryland,mariland,,1,1,0,0,1,loan,maryland,0,0,0,0,0,0,0,0
obrâmane,bromane,,1,0,0,1,1,loan,brâmane,1,0.125,0,0,0,0,0,0
based,based,,1,0,0,0,1,loan,bases,1,0.2,0.333333333,0,0,0,0,0
gontran,jontran,,1,0,0,1,1,loan,gontran,0,0,0,0.333333333,0,0,0,0
angoche,angoche,,1,1,0,1,1,loan,angoche,1,0,0,0,0,0,0,0
text,text,,0,0,0,0,1,loan,texto,1,0.2,0,0,0,0,0,0
namburete,namburete,,1,0,0,0,1,loan,namburete,1,0,0,0,0,0,0,0
silmerio,silmerio,,0,0,1,0,1,loan,silmerio,0,0,0,0,0,0,0,0
farata,farata,,0,0,0,0,1,loan,farta,1,0.166666667,0,0,1,0,0,0
oweste,este,,0,0,0,1,1,loan,este,1,0.333333333,0.5,0.5,0,0,0,0
guthrie,guthrie,,1,1,1,1,1,loan,guthrie,0,0,0,0,0,0,0,0
story,stra,,0,1,0,1,1,loan,ostra,1,0.6,0.5,0.5,0,0,0,0
commo,commo,,0,0,0,0,1,loan,como,1,0.2,0,0,0,0,1,0
kaingang,cangang,,1,1,0,0,1,loan,kaingang,0,0,0,0,0,0,0,0
maps,mapos,,0,0,0,1,1,loan,mapas,1,0.2,0,0,0,0,0,0
records,recores,,1,0,0,0,1,loan,recoles,1,0.285714286,0.25,0.25,0,0,1,0
sk,seck,,0,0,0,1,1,loan,seca,1,0.75,0,0,0,0,0,0
category,category,,1,1,0,0,1,loan,category,0,0,0,0,0,0,1,1
kilima,cilima,,0,0,0,0,1,loan,clima,1,0.333333333,0.333333333,0.333333333,0,0,0,0
karteyaale,carteal,,0,0,0,1,1,loan,cartel,1,0.5,0.25,0.25,0,0,0,0
canda,canda,,1,0,0,0,1,loan,canda,1,0,0,0,0,0,1,0
beykat,beicade,,1,0,0,0,1,loan,beykat,0,0,0,0.333333333,0,0,0,0
nsongo,nongo,,1,1,0,0,1,loan,nono,1,0.333333333,0.666666667,0.333333333,0,0,0,0
muaalimo,nalmo,,0,0,1,0,1,loan,calmo,1,0.5,0.333333333,0,0,0,0,0
safrique,sáfrioue,,1,0,1,1,1,loan,safrique,0,0,0,0.25,0,0,1,0
traditional,traditenal,,1,0,1,1,1,loan,traditional,0,0,0,0,0,0,0,1
lusaka,lúsaca,,0,0,0,0,1,loan,lusaka,0,0,0,0,0,0,0,0
bold,bold,,1,0,0,0,1,loan,bole,1,0.25,0.333333333,0,0,0,0,0
gov,gov,,1,0,0,0,1,loan,goa,1,0.333333333,0.5,0,0,0,0,0
tambu,tambo,,1,0,0,0,1,loan,tambor,1,0.333333333,0,0,0,0,0,0
cesar,cesar,,0,0,0,0,1,loan,cear,1,0.2,0,0,0,0,0,0
gule,gule,,1,0,0,0,1,loan,gole,1,0.25,0,0,0,0,0,0
estado,estado,,1,0,0,1,1,loan,estado,1,0,0,0,0,0,0,1
mohammad,moçammado,,1,0,0,0,1,loan,mohammad,0,0,0,0.5,0,0,0,1
ba,ba,,1,0,0,0,1,loan,ba,1,0,0,0,0,0,0,0
sateus,sateus,,0,0,1,0,1,loan,mateus,1,0.166666667,0.5,0,0,0,0,0
meeca,meca,,0,0,0,0,1,loan,meca,1,0.2,0,0,0,0,1,0
covid,covi,,1,0,0,0,1,loan,cova,1,0.4,0.333333333,0.333333333,0,0,1,0
limulunga,limulonga,,1,1,0,0,1,loan,limulunga,0,0,0,0,0,0,0,0
ilatarato,ladrato,,0,0,0,0,1,loan,ladrado,1,0.444444444,0.5,0.25,0,0,0,0
quarterly,quarterl,,1,1,1,1,1,loan,quartel,1,0.222222222,0.25,0,0,0,1,0
boa,boa,,1,0,1,0,1,loan,boa,1,0,0,0,0,0,0,0
aliante,aliante,,0,0,1,0,1,loan,alicante,1,0.125,0.25,0,0,0,0,0
eles,les,,0,0,0,0,1,loan,lés,1,0.5,0,0,0,0,0,0
apeli,apel,,0,0,0,0,1,loan,apel,1,0.2,0.5,0.5,0,0,0,0
maior,maior,,0,0,1,0,1,loan,maior,1,0,0,0,0,0,0,0
ngaunje,ngaunje,,1,1,1,0,1,loan,ngaunje,0,0,0,0,0,0,0,0
oubliées,obliés,,1,0,1,1,1,loan,oubliées,0,0,0,0,0,0,0,0
ngonye,ngonhe,,1,1,0,0,1,loan,engonhe,1,0.285714286,0,0,0,0,0,0
study,sede,,1,0,0,1,1,loan,sede,1,0.6,0.5,0.5,0,0,0,0
tarde,tardes,,1,0,0,0,1,loan,tardes,1,0.166666667,0,0,0,0,0,0
ndambi,dambe,,1,0,0,0,1,loan,dame,1,0.5,1,0.333333333,0,0,0,0
fals,fal,,0,0,0,0,1,loan,fax,1,0.5,0.5,0.5,1,0,0,0
ifobte,fobtes,,1,0,0,0,1,loan,fostes,1,0.5,0.333333333,0,0,0,0,0
franscisco,franscisco,,0,0,0,1,1,loan,francisco,1,0.1,0,0,1,0,1,0
osedi,sede,,1,0,0,0,1,loan,sede,1,0.4,0,0,0,0,0,0
povo,povo,,0,0,0,0,1,loan,povo,1,0,0,0,0,0,0,0
belita,belita,,1,0,0,0,1,loan,belita,0,0,0,0,0,0,0,0
nenê,nen,,1,0,0,0,1,loan,nené,1,0.25,0,0,0,0,0,0
abiathar,abiatar,,1,1,1,0,1,loan,abiatar,1,0.125,0,0,0,0,0,1
níle,níle,,0,0,0,0,1,loan,nele,1,0.25,0,0,0,0,0,0
jointe,jointe,,1,0,1,0,1,loan,jointe,0,0,0,0,0,0,0,0
jimmy,jimi,,1,1,0,0,1,loan,mimi,1,0.6,0.5,0,0,0,0,0
gossypium,goshpium,,1,1,1,1,1,loan,gossypium,0,0,0,0,0,0,0,0
ovitooriya,vitoria,,0,0,0,0,1,loan,vitoria,1,0.3,0,0,0,0,0,0
trematuurka,drematurga,,0,0,1,1,1,loan,trematuurka,0,0,0,0.8,0,0,0,0
idea,dea,,1,0,1,0,1,loan,deu,1,0.5,0,0,0,0,0,0
africaine,áfricane,,0,0,0,1,1,loan,africane,1,0.111111111,0,0,0,0,1,0
webiwa,biá,,1,0,0,0,1,loan,bis,1,0.666666667,0.666666667,0.666666667,0,0,0,0
songai,songai,,1,1,0,0,1,loan,sonegai,1,0.142857143,0.333333333,0,0,0,0,0
demiurgo,demiurgo,,1,0,1,0,1,loan,demiurgo,0,0,0,0,0,0,0,0
nelze,nelze,,1,0,0,0,1,loan,nele,1,0.2,0.333333333,0,0,0,0,0
familiaris,fimiliar,,0,0,1,0,1,loan,familiar,1,0.2,0,0,1,0,0,0
longman,longman,,1,1,0,0,1,loan,longman,0,0,0,0,0,0,0,0
iberne,bernes,,1,0,0,0,1,loan,bernês,1,0.5,0,0,0,0,0,0
bussiness,busines,,1,0,0,1,1,loan,buzines,1,0.333333333,0.25,0.25,0,0,0,0
infopedia,infopédias,,1,0,1,0,1,loan,infopedia,0,0,0,0,0,0,0,0
salao,salão,,0,0,1,0,1,loan,salão,1,0.2,0,0,0,0,0,0
kalaintero,carainteria,,0,0,0,0,1,loan,kalaintero,0,0,0,0,0,0,0,0
sapinaatamj,sabinatam,,1,0,0,0,1,loan,sapinaatamj,0,0,0,0.4,0,0,0,0
plakias,placias,,0,0,1,1,1,loan,plagias,1,0.142857143,0.333333333,0.333333333,0,0,0,0
lessons,lessons,,0,0,0,1,1,loan,lessons,0,0,0,0,0,0,0,0
chanaze,canaze,,1,0,0,1,1,loan,chanaze,0,0,0,0.333333333,0,1,0,0
mapfumo,pfomos,,0,0,0,0,1,loan,pomos,1,0.714285714,0.5,0.25,0,0,0,0
tdm,dim,,1,0,0,0,1,loan,dia,1,1,0.5,0.5,0,0,0,0
wazimbo,azimbo,,1,0,0,0,1,loan,wazimbo,1,0,0,0.25,0,0,0,0
poitiers,poitier,,0,0,1,0,1,loan,poitiers,0,0,0,0,0,0,0,0
crop,crop,,0,0,0,1,1,loan,cop,1,0.25,0.666666667,0,0,0,0,0
azagaia,azagaia,,1,0,1,0,1,loan,azagaia,1,0,0,0,0,0,0,0
kuomboka,coomboca,,1,0,1,0,1,loan,kuomboka,0,0,0,0,0,0,0,0
inhamizua,inhamizas,,1,0,1,0,1,loan,inhamizua,0,0,0,0,0,0,0,0
east,st,,0,0,1,1,1,loan,sta,1,0.75,0,0,0,0,0,0
tsangano,sangano,,1,1,0,0,1,loan,tsangano,1,0,0,0,0,0,0,0
di,di,,1,0,0,0,1,loan,dê,1,0.5,0,0,0,0,0,0
malefinanceiro,alefina,,0,0,1,0,1,loan,malefinanceiro,0,0,0,0.5,0,0,0,1
western,estrner,,0,0,0,1,1,loan,western,0,0,0,1,0,0,0,0
struggle,strugle,,1,0,0,1,1,loan,struggle,0,0,0,0,0,0,0,0
incomáti,incomáte,,0,0,0,0,1,loan,incomáti,1,0,0,0,0,0,1,0
pmid,pidmid,,1,0,0,0,1,loan,pmid,0,0,0,0.25,0,0,0,0
chichico,chichico,,0,0,0,1,1,loan,chichico,0,0,0,0,0,1,1,0
coastal,coastal,,0,0,1,1,1,loan,costal,1,0.142857143,0,0,0,0,1,0
mrio,mrio,,0,0,1,0,1,loan,mário,1,0.2,0,0,0,0,0,0
tegueste,degueste,,1,0,1,1,1,loan,deguste,1,0.25,0.333333333,0.333333333,0,0,0,1
norteste,norte,,0,0,0,1,1,loan,norte,1,0.375,0,0,0,0,0,0
production,produstion,,1,0,1,1,1,loan,production,0,0,0,0,0,0,0,0
contte,conte,,0,1,0,0,1,loan,conte,1,0.166666667,0,0,0,0,1,0
nós,nos,,0,0,0,0,1,loan,nos,1,0.333333333,0,0,0,0,0,0
mfalume,falume,,0,0,0,0,1,loan,mfalume,0,0,0,0.25,0,0,0,0
geral,geral,,1,0,0,0,1,loan,geral,1,0,0,0,0,0,0,0
yankustiya,ancustian,,0,0,0,1,1,loan,yankustiya,0,0,0,0,0,0,0,0
repi,repi,,0,0,0,0,1,loan,repa,1,0.25,0,0,0,0,0,0
olalaua,lalaua,,0,0,1,0,1,loan,lalaua,1,0.142857143,0,0,0,0,0,0
momade,momade,,1,0,0,0,1,loan,momade,1,0,0,0,0,0,0,1
chivambo,chivambo,,1,0,0,1,1,loan,chivambo,0,0,0,0,0,1,0,0
clério,clério,,0,0,1,1,1,loan,clérigo,1,0.142857143,0.333333333,0,0,0,0,0
zunguza,zngusa,,1,1,0,0,1,loan,zunguza,0,0,0,0,0,0,0,0
prépa,prepa,,0,0,0,1,1,loan,preda,1,0.4,0.5,0,0,0,0,0
sylvilagus,clevilago,,1,1,0,0,1,loan,sylvilagus,0,0,0,0,0,0,0,0
jul,julho,,1,0,0,0,1,loan,julho,1,0.4,0.5,0.5,0,0,0,0
cacciola,caciola,,0,0,1,0,1,loan,cachola,1,0.25,0,0,0,0,1,0
editions,ditions,,1,0,1,0,1,loan,editions,0,0,0,0,0,0,0,0
junny,junh,,1,1,0,0,1,loan,junho,1,0.4,0,0,0,0,0,0
websaite,batite,,1,0,0,1,1,loan,batote,1,0.625,0.5,0.5,0,0,0,0
barenghi,barêngu,,1,1,0,0,1,loan,barenghi,0,0,0,0,0,0,0,0
nfite,fite,,0,0,0,0,1,loan,fite,1,0.2,0.333333333,0.333333333,0,0,0,0
que,que,,1,0,1,0,1,loan,que,1,0,0,0,0,0,1,0
dissertation,disertadon,,1,0,1,1,1,loan,dissertation,0,0,0,0.2,0,0,0,0
abdulrazak,abdulração,,1,0,0,0,1,loan,abdulrazak,0,0,0,0.2,0,0,0,1
afrocouretin,frocouretin,,0,0,1,1,1,loan,afrocouretin,0,0,0,0,0,0,1,0
pode,pode,,1,0,0,0,1,loan,pode,1,0,0,0,0,0,0,0
jr,jrijar,,1,0,0,0,1,loan,jr,0,0,0,0.666666667,0,0,0,0
kröger,crger,,1,0,0,1,1,loan,crer,1,0.5,0.666666667,0.666666667,0,0,0,0
ronga,rongas,,1,1,0,0,1,loan,longas,1,0.333333333,0,0,0,0,0,0
omeekha,mega,,0,1,0,0,1,loan,nega,1,0.714285714,0.5,0.5,0,0,0,0
label,label,,1,0,0,0,1,loan,labelo,1,0.166666667,0.333333333,0,0,0,0,1
mazula,mazula,,1,0,0,0,1,loan,mazula,1,0,0,0,0,0,0,0
patchissa,pattcisa,,0,0,0,1,1,loan,patchissa,0,0,0,0.333333333,0,0,0,0
ceo,ceo,,0,0,1,0,1,loan,ces,1,0.333333333,0,0,0,0,0,0
blogspot,blogspot,,1,0,0,1,1,loan,blogspot,0,0,0,0,0,0,0,0
padmore,padmore,,1,0,0,0,1,loan,padmore,0,0,0,0,0,0,0,1
uab,nab,,1,0,1,0,1,loan,nabo,1,0.5,0.5,0.5,0,0,0,1
junior,júnior,,1,0,1,0,1,loan,júnior,1,0.166666667,0,0,0,0,0,0
arow,rou,,0,0,0,0,1,loan,irou,1,0.5,0.5,0.5,0,0,0,0
impacts,impacts,,0,0,0,1,1,loan,impactos,1,0.125,0.333333333,0,0,0,0,0
vinyu,vinho,,0,1,0,0,1,loan,vinho,1,0.4,0,0,0,0,0,0
cna,chanah,,0,0,0,0,1,loan,cna,0,0,0,0.5,0,0,0,0
clementino,clementino,,0,0,0,1,1,loan,clementina,1,0.1,0,0,0,0,0,0
revule,revol,,0,0,0,0,1,loan,revoo,1,0.5,0.333333333,0.333333333,0,0,0,0
talk,talk,,0,0,0,0,1,loan,talo,1,0.25,0.333333333,0,0,0,0,0
mafilistiya,filistia,,0,0,0,1,1,loan,mafilistiya,0,0,0,0.25,0,0,0,0
césaire,césare,,0,0,0,0,1,loan,césares,1,0.285714286,0,0,0,0,0,0
bidiversidade,bidiversidade,,1,0,0,0,1,loan,biodiversidade,1,0.071428571,0,0,0,0,0,1
ships,chipe,,0,0,0,1,1,loan,chispe,1,0.5,0,0,0,0,0,0
doll,dol,,1,0,0,0,1,loan,don,1,0.5,0.5,0.5,0,0,0,0
satellite,setelite,,0,0,0,0,1,loan,satellite,0,0,0,0,0,0,0,0
eat,eat,,0,0,1,0,1,loan,eta,1,0.666666667,0,0,0,0,0,0
reggaeton,regaeto,,1,0,1,0,1,loan,regato,1,0.333333333,0,0,0,0,0,1
dundun,dundun,,1,0,0,0,1,loan,dundum,1,0.166666667,0,0,0,0,0,0
fooliku,foligo,,0,0,0,0,1,loan,folgo,1,0.571428571,0.333333333,0.333333333,1,0,0,0
macgill,macuil,,1,0,0,0,1,loan,macgill,0,0,0,0.75,0,0,0,0
morning,rnino,,1,1,0,0,1,loan,nino,1,0.571428571,0.5,0.5,0,0,0,0
yabíbiliya,jabíblia,,1,0,0,0,1,loan,yabíbiliya,0,0,0,0.333333333,0,0,0,1
efigênio,figenio,,1,0,1,0,1,loan,efigênio,0,0,0,0,0,0,0,1
verpu,verpo,,0,0,0,0,1,loan,verbo,1,0.4,0.333333333,0,0,0,0,0
grand,grand,,1,0,0,1,1,loan,grane,1,0.2,0.5,0,0,0,0,0
idoine,doine,,1,0,1,0,1,loan,dine,1,0.333333333,0,0,0,0,0,0
notepad,notepad,,1,0,0,0,1,loan,notepad,0,0,0,0,0,0,0,1
cprm,cprmeis,,0,0,0,1,1,loan,cprm,0,0,0,0.333333333,0,0,0,0
tmadune,tmdune,,1,0,0,1,1,loan,tmadune,0,0,0,0.5,0,0,0,1
teutaata,deutada,,0,0,1,0,1,loan,deitada,1,0.5,0.666666667,0.666666667,0,0,0,0
incadine,incadine,,1,0,0,0,1,loan,incadine,0,0,0,0,0,0,1,1
pedagogica,pedagógica,,1,0,0,0,1,loan,pedagógica,1,0.1,0,0,0,0,1,0
obadia,obadia,,1,0,1,0,1,loan,abadia,1,0.166666667,0,0,0,0,0,1
sererer,serereir,,0,0,0,0,1,loan,sererer,0,0,0,0,0,0,0,0
terêna,terna,,1,0,0,0,1,loan,terna,1,0.166666667,0.333333333,0.333333333,0,0,0,0
integration,integrátio,,1,0,1,1,1,loan,integration,0,0,0,0,0,0,0,1
chis,chis,,0,0,0,1,1,loan,chás,1,0.25,0,0,0,1,0,0
saudedica,sudedica,,1,0,1,0,1,loan,saudedica,0,0,0,0,0,0,1,0
contra,contra,,0,0,0,1,1,loan,contra,1,0,0,0,0,0,1,0
três,tres,,1,0,0,1,1,loan,troes,1,0.4,0,0,0,0,0,0
rastafári,rastafár,,0,0,0,1,1,loan,rastafári,0,0,0,0.25,0,0,0,0
lichinga,lichinga,,1,1,0,1,1,loan,lichinga,1,0,0,0,0,0,0,0
minepa,minepa,,0,0,0,0,1,loan,minera,1,0.166666667,0.5,0,0,0,0,0
profª,profe,,1,0,0,1,1,loan,profs,1,0.2,0,0,0,0,0,0
craverinha,gravernha,,0,0,0,1,1,loan,craverinha,0,0,0,0.6,0,0,0,0
hunguana,unguana,,1,1,1,0,1,loan,hunguana,1,0,0,0,0,0,0,0
trabajo,trabajo,,1,0,0,1,1,loan,trabajo,0,0,0,0,0,0,0,1
samsung,samsung,,1,1,0,0,1,loan,samsung,0,0,0,0,0,0,0,0
refe,refe,,0,0,0,0,1,loan,rife,1,0.25,0,0,0,0,0,1
married,marrid,,1,0,1,0,1,loan,madrid,1,0.285714286,0.25,0,0,0,0,0
comdem,comdem,,1,0,0,0,1,loan,comem,1,0.166666667,0,0,0,0,1,0
bleek,ble,,1,0,0,1,1,loan,bole,1,0.6,0.333333333,0.333333333,0,0,0,0
ototore,doutor,,0,0,0,0,1,loan,doutor,1,0.571428571,1,1,0,0,0,0
fplm,flmi,,0,0,0,1,1,loan,flui,1,0.75,0.333333333,0.666666667,1,0,0,0
litos,litos,,0,0,0,0,1,loan,ritos,1,0.2,0,0,0,0,0,0
muacanha,na anha,,0,0,1,0,1,loan,muacanha,0,0,0,0.333333333,0,0,1,0
long,long,,1,1,0,0,1,loan,longo,1,0.2,0,0,0,0,0,0
ackursu,curso,,0,0,0,0,1,loan,curso,1,0.428571429,0.333333333,0.333333333,0,0,0,0
dominguez,domingues,,1,1,1,0,1,loan,domingues,1,0.111111111,0,0,0,0,0,0
ofriend,friend,,1,0,1,1,1,loan,ofriend,0,0,0,0,0,0,0,0
afrocuretion,frocuretio,,0,0,1,1,1,loan,afrocuretion,0,0,0,0,0,0,1,0
nuvunga,novongas,,1,1,0,0,1,loan,nuvunga,1,0,0,0,0,0,0,0
wàmphula,nampula,,0,1,0,0,1,loan,nampula,1,0.375,0.5,0.5,0,0,0,0
dludluhttps,dluchttpe,,1,1,0,1,1,loan,dludluhttps,0,0,0,0.333333333,0,0,0,0
mocambiquemacuas,moçambique,,1,0,1,0,1,loan,moçambique,1,0.4375,0.428571429,0.428571429,0,0,1,0
pickard,picarda,,1,0,0,0,1,loan,picardia,1,0.375,0.2,0.2,0,0,0,0
recording,recording,,1,1,0,0,1,loan,recording,0,0,0,0,0,0,1,0
galiformes,galiformes,,1,0,0,0,1,loan,galiformes,0,0,0,0,0,0,0,0
products,profests,,1,0,0,1,1,loan,products,0,0,0,0.333333333,0,0,0,0
winfrey,infret,,0,0,0,1,1,loan,winfrey,0,0,0,0.5,0,0,0,0
netflix,netflis,,0,0,0,1,1,loan,netflix,1,0,0,0,0,0,0,0
armagedom,armagedom,,1,0,0,0,1,loan,armagedom,0,0,0,0,0,0,0,0
humbert,humbert,,1,0,0,1,1,loan,humberto,1,0.125,0,0,0,0,0,0
fatari,fatar,,0,0,0,0,1,loan,fatiar,1,0.333333333,0.333333333,0.333333333,1,0,0,0
patraquim,patraquim,,1,0,1,1,1,loan,patraquim,1,0,0,0,0,0,1,0
balanta,balanta,,1,0,0,0,1,loan,balança,1,0.142857143,0.25,0,0,0,0,0
boer,ber,,1,0,1,0,1,loan,be,1,0.5,0,0,0,0,0,0
catho,cato,,0,1,0,0,1,loan,cato,1,0.2,0,0,0,0,1,0
art,artar,,0,0,0,1,1,loan,artur,1,0.4,0,0,0,0,0,0
deverá,devere,,1,0,0,0,1,loan,devera,1,0.166666667,0,0,0,0,0,0
omandlakazi,mandlagis,,1,0,0,0,1,loan,omandlakazi,0,0,0,0.5,0,0,0,0
facebook,fácebo,,1,0,0,0,1,loan,facebook,1,0,0,0.25,1,0,0,0
cibalke,cibalque,,1,0,0,0,1,loan,cibalke,0,0,0,0,0,0,0,0
winstitutu,inditito,,0,0,0,1,1,loan,indigito,1,0.6,0.666666667,0.333333333,0,0,0,0
mualeia,mualeia,,0,0,1,0,1,loan,mualeia,1,0,0,0,0,0,0,0
demais,demais,,1,0,0,0,1,loan,demais,1,0,0,0,0,0,0,0
propelled,propelled,,1,0,0,1,1,loan,propelled,0,0,0,0,0,0,0,0
named,named,,1,0,0,0,1,loan,named,0,0,0,0,0,0,0,0
hirschberg,hirschberg,,1,0,0,1,1,loan,hirschberg,0,0,0,0,0,0,0,0
zimmermann,zimerman,,1,0,0,0,1,loan,zimmermann,0,0,0,0,0,0,0,0
dancing,dancing,,1,1,0,0,1,loan,dancing,0,0,0,0,0,0,0,0
benney,beney,,1,0,0,0,1,loan,benney,0,0,0,0,0,0,0,0
qui,qui,,1,0,1,0,1,loan,quis,1,0.25,0,0,0,0,1,0
lurie,lúrie,,0,0,1,0,1,loan,lurie,0,0,0,0,0,0,0,0
mércia,mércia,,0,0,1,0,1,loan,mércia,1,0,0,0,0,0,0,0
sad,sad,,1,0,0,0,1,loan,sado,1,0.25,0,0,0,0,0,1
assiato,assiato,,0,0,1,1,1,loan,assisto,1,0.142857143,0,0,0,0,0,0
eugenio,êugenio,,1,0,1,0,1,loan,eugenio,1,0,0,0,0,0,0,0
chipeta,chipeta,,0,0,0,1,1,loan,chupeta,1,0.142857143,0,0,0,1,0,0
sylvester,silver,,0,1,0,1,1,loan,silver,1,0.444444444,0.25,0.25,0,0,0,0
brockett,brockett,,1,1,0,1,1,loan,brockett,0,0,0,0,0,0,0,0
